Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
green shadow,8367,greens,#7A8479,,cool,medium,"study room, bedroom, exterior body",1590,199,6,611,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-shadow.html,forest foliage (7690),#CAD2B4,white fog (L173),#E7E1D6,soft honey (7876),#F7F2DE,tree bark (8566),#9F795E,Sabyasachi Chapter 3: Heartland - Sanganer Tent - Suleiman Rose (Mica) (W150Z668S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z668S75.jpg,Sabyasachi Chapter 3: Heartland - Shantiniketan - Badam (mica) (W150Z678S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z678S75.jpg,Metallics Combing (TXT1015CMB1055),#483C49,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1015CMB1055.jpg,Stucco Mirror (LIC1010CMB1012),#894E65,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1012.jpg
dark cloud,8366,greens,#677167,,cool,dark,"exterior trims and accents, doors & windows, niches & alcoves",1591,199,7,610,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dark-cloud.html,winter nip (7660),#E8EEDB,soft silk (L160),#ECE5D8,desert sun (7938),#F8E1BE,cider red (X116),#A85141,Sabyasachi Chapter 3: Heartland - Gokul Pichwai - Kheer (W150Z672S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z672S75.jpg,Sabyasachi Chapter 3: Heartland - Vatika - Haldi Doodh (W150Z684S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z684S75.jpg,Opaco Matt Rain (IMP1003CMB1002),#797279,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1002.png,Torrent (TXT1050CMB1184),#7E4B65,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1050CMB1184.jpg
abyss,8365,greens,#52574E,,cool,dark,"exterior trims and accents, doors & windows, niches & alcoves",1592,199,8,609,https://www.asianpaints.com/colour-catalogue/green-wall-colours/abyss.html,grazing land (8394),#BCC1B2,vanilla mist (L174),#F0E9DA,wheat sprig (7891),#F0DFBE,olive grove (8493),#655745,Sabyasachi Chapter 3: Heartland - Vatika - Choona Paani (W150Z685S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z685S75.jpg,Sabyasachi Chapter 3: Heartland - Kamalika - Sahara Sand (W150Z692S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z692S75.jpg,Opaco Matt Vertical (IMP1004CMB1003),#534E54,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1003.png,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png
italian sage-n,K149,greens,#8F9A81,,cool,medium,"living room, kitchen, hallways",1593,200,1,608,https://www.asianpaints.com/colour-catalogue/green-wall-colours/italian-sage-n.html,flowing green (7659),#E2EDD5,soft petals (9423),#D693C1,pallid violet (7185),#BCB7C3,kadambari-n (9611),#997FA9,Magnificent South - Thousand Flowers - Deccan Stone (W151Z709N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z709N75.jpg,Sabyasachi Chapter 3: Heartland - Kamalika - Tuscan Ochre (W150Z693S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z693S75.jpg,Dune Safari Aberra (IMP1010CMB1003),#A9A6AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1003.png,Lattice Weave (IMP1016CMB1003),#7A7B8D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1003.png
bayleaf green-n,K150,greens,#889C7B,,cool,medium,"living room, kitchen, hallways",1594,200,2,607,https://www.asianpaints.com/colour-catalogue/green-wall-colours/bayleaf-green-n.html,pepper leaf (8386),#BBC8B2,candy floss (9426),#EFCFE4,violet vibe-n (K044),#615669,queen’s parlour-n (9604),#9E7AB1,Magnificent South - Splendid Summer - Deccan Stone (W151Z733N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z733N75.jpg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Cuban Vanilla (W150Z703S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z703S75.jpg,Opaco Matt Vertical (IMP1004CMB1001),#A5A3A6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1001.png,CrissCross (TXT1018CMB1068),#9A6B93,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1018CMB1068.jpg
darjeeling green-n,K151,greens,#728D6D,,cool,medium,"living room, kitchen, hallways",1595,200,3,606,https://www.asianpaints.com/colour-catalogue/green-wall-colours/darjeeling-green-n.html,rain mist (8370),#BBC5B9,delicate violet (7164),#E8E4E6,japanese lilac (7111),#BB95C3,fresh orchid (9111),#917A95,Replay - May Day - Emerald (W159XE40N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE40N75-10x10.jpeg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Cuban Vanilla (Mica) (W150Z704S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z704S75.jpg,Spatula (TXT1042CMB1147),#7A5580,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1042CMB1147.jpg,Brushing (TXT1007CMB1028),#B3333D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1028.jpg
coriander green-n,K152,greens,#636E4F,,cool,dark,"highlight walls, balcony, verandahs",1596,200,4,605,https://www.asianpaints.com/colour-catalogue/green-wall-colours/coriander-green-n.html,misty vale (0946),#E1E8D3,spring bouquet (7154),#E0D7E1,mount olympus (7152),#BBB1CD,vibrant mauve (7142),#756E81,Replay - Jazz Tune - Clay (W159XE42N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE42N75-10x10.jpeg,Ador - Serenade - Cottage Leaf - Indigo (AW02VH27N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH27N75.jpg,Ragging (TXT1035CMB1124),#180F27,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1035CMB1124.jpg,Opaco Matt Vertical (IMP1004CMB1003),#534E54,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1003.png
banyan grove,8413,greens,#6A6C50,,cool,dark,"highlight walls, balcony, verandahs",1597,200,5,604,https://www.asianpaints.com/colour-catalogue/green-wall-colours/banyan-grove.html,pista tinge-n (9825),#E2E6AC,lavender lyric-n (9610),#B1A0C2,reverie (7051),#B5B4CD,dark triumph (7165),#524E70,Sabyasachi Chapter 4: Paris-Calcutta - Ivory Ash (Mica) (W269LO18S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO18S75.jpg,Ador - Serenade - Flower Trail - River Blue (AW02VH32N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH32N75.jpg,Infinitex Terra Crescent (IMP1005CMB1006),#5E5D63,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1006.png,CrissCross (TXT1018CMB1069),#324961,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1018CMB1069.jpg
pudina green-n,K153,greens,#6C6E46,,cool,dark,"highlight walls, balcony, verandahs",1598,200,6,603,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pudina-green-n.html,pale moss (7721),#D1D3A9,lilac tint-n (9609),#D8CDE2,still pond (7184),#A7A7B4,rare orchid (7197),#53516F,Sabyasachi Chapter 4: Paris-Calcutta - Vintage Silver (Mica) (W269LO41S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO41S75.jpg,Ador - Serenade - Flower Trail - Pale Blue (AW02VH34N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH34N75.jpg,Lattice Weave (IMP1016CMB1006),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1006.png,Ragging (TXT1035CMB1122),#153047,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1035CMB1122.jpg
sahyadri green-n,K154,greens,#585C3E,,cool,dark,"highlight walls, balcony, verandahs",1599,200,7,602,https://www.asianpaints.com/colour-catalogue/green-wall-colours/sahyadri-green-n.html,forest musk (7667),#EAEDD6,corporate grey-n (K086),#9D9A9E,velvet night (7159),#A49DCB,charcoal plum-n (9631),#47454F,Ador - Serenade - Princess - Pale Brown (AW02VH01N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH01N75.jpg,Ador - Serenade - Make Your Mark - River Blue (AW02VH40N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH40N75.jpg,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png,Metallics Basket (TNB1004CMB1003),#3F4450,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1004CMB1003.jpeg
planter’s trail-n,K155,greens,#4B4E40,,cool,dark,"highlight walls, balcony, verandahs",1600,200,8,601,https://www.asianpaints.com/colour-catalogue/green-wall-colours/planters-trail-n.html,repose (7684),#E8ECD9,pink reserve (9120),#B296BE,carefree breeze (7171),#D5D2DF,violet moon-n (K045),#50465E,Ador - Serenade - Fine Flower - Pale Brown (AW02VH13N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH13N75.jpg,Ador - Serenade - Princess Border - Blue (AW02VH52N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH52N75.jpg,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png,Metallics Basket (TNB1004CMB1003),#3F4450,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1004CMB1003.jpeg
mountain stream,8387,greens,#D0D9C7,,cool,light,"study room, bedroom, exterior body",1601,201,1,600,https://www.asianpaints.com/colour-catalogue/green-wall-colours/mountain-stream.html,misty hills (8383),#818D75,black currant-n (K058),#80717E,arabian nights-i (X186),#695283,lilac linen-n (K285),#D1C2DF,Ador - Serenade - Fine Flower - Ballerina Pink (AW02VH17N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH17N75.jpg,Ador - Serenade - Dazzler - Ivory (AW02VH47N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH47N75.jpg,Dune Safari Aberra (IMP1010CMB1002),#AAA8AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1002.png,Mineral Arena (IMP1011CMB1002),#B2B0B2,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1011CMB1002.png
pepper leaf,8386,greens,#BBC8B2,,cool,light,"study room, bedroom, exterior body",1602,201,2,599,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pepper-leaf.html,green silence (8384),#96A28D,violet scream (8166),#AF76A5,purple gem-n (9623),#50415C,catmint blossom-n (9602),#CAB1DA,Ador - Serenade - Cottage Rose - Lilac (AW02VH21N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH21N75.jpg,Magnificent South - Grand Garden - Pearl (W151Z751N75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z751N75.jpg,Opaco Matt Rain (IMP1003CMB1001),#C7C5C8,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1001.png,Stellato (IDC1007CMB1001),#CD57AA,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IDC1007CMB1001.jpg
pista cream-n,K156,greens,#A9C0AB,,cool,light,"study room, bedroom, exterior body",1603,201,3,598,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pista-cream-n.html,light grey (6118),#8B958C,purple prose (X136),#75475D,blue plum-n (9597),#955D8F,tickled pink (7113),#E0C1DE,Ador - Serenade - Cottage Rose - Steel Grey (AW02VH24N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH24N75.jpg,Magnificent South - Forever - White Marble (W151Z754N75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z754N75.jpg,Mineral Arena (IMP1011CMB1002),#B2B0B2,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1011CMB1002.png,Metallics Pompom (TNB1014CMB1007),#A69099,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1014CMB1007.jpeg
dense woods,8385,greens,#A8B5A0,,cool,medium,"living room, kitchen, hallways",1604,201,4,597,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dense-woods.html,bayleaf green-n (K150),#889C7B,purple diva-n (K059),#695865,emperor's purple-n (9627),#53465B,dianthus-n (9617),#A584B9,Ador - Serenade - Cottage Leaf - Rust (AW02VH30N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH30N75.jpg,Replay - Confetti - Linen White (W159XE06N75),#C8B8A6,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE06N75-10x10.jpeg,Opaco Matt Vertical (IMP1004CMB1001),#A5A3A6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1001.png,Stucco Marble (TXT1048CMB1169),#9F638C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1169.jpg
green silence,8384,greens,#96A28D,,cool,medium,"living room, kitchen, hallways",1605,201,5,596,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-silence.html,seagull point (L113),#E8EEE4,hip purple (8197),#584454,escapade (7141),#504954,kadambari-n (9611),#997FA9,Ador - Serenade - Cottage Leaf - Royale Ivory (AW02VH26N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH26N75.jpg,Magnificent South - Queens Trail - Coral Gold (W151Z713N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z713N75.jpg,Metallics Madras Checks (TNB1010CMB1004),#7B6889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1004.jpeg,Brushing (TXT1007CMB1027),#A3688A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1027.jpg
misty hills,8383,greens,#818D75,,cool,medium,"living room, kitchen, hallways",1606,201,6,595,https://www.asianpaints.com/colour-catalogue/green-wall-colours/misty-hills.html,silver crescent (0973),#D3D8CE,zinnia pink-n (9586),#D7A3C9,quartz illusion (7162),#D9D0E3,purple illusion (7143),#898195,Ador - Serenade - Cottage Leaf - Faded Silver (AW02VH28N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH28N75.jpg,Magnificent South - Crown Court - Turmeric (W151Z717N75),#CA8C44,No updated link available,Dune Safari Aberra (IMP1010CMB1002),#AAA8AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1002.png,Opaco Matt Vertical (IMP1004CMB1002),#807980,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1002.png
spring delight,8382,greens,#728068,,cool,medium,"living room, kitchen, hallways",1607,201,7,594,https://www.asianpaints.com/colour-catalogue/green-wall-colours/spring-delight.html,lake placid (7679),#9EB38B,allium bloom-n (9588),#BB7BB1,lavender secret (7163),#E1DBE5,queen’s parlour-n (9604),#9E7AB1,Ador - Serenade - Dazzler - Steel Grey (AW02VH43N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH43N75.jpg,Magnificent South - Flower Duet - Turquoise & Gold (W151Z736N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z736N75.jpg,Opaco Matt Rain (IMP1003CMB1003),#6C676D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1003.png,Metallics Spatula (TXT1043CMB1154),#7E3F6C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1043CMB1154.jpg
garden party,8381,greens,#5C644E,,cool,dark,"highlight walls, balcony, verandahs",1608,201,8,593,https://www.asianpaints.com/colour-catalogue/green-wall-colours/garden-party.html,green elaichi-n (9780),#ABC47F,pink parasol (8169),#E3BEDA,wisteria lane-n (9616),#AD98C9,true indigo-n (9622),#564B62,Ador - Serenade - Dazzler - Faded Silver (AW02VH45N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH45N75.jpg,Sabyasachi Chapter 2: India Revival Project - Cheent - Lapiz (W109WI36S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI36S75.jpg,Lattice Kaledio (IMP1012CMB1006),#4C4A50,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1012CMB1006.png,Calcecruda Weathered (IMP1002CMB1003),#56575B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1003.png
windswept,8395,greens,#CDD1C4,,cool,light,"study room, bedroom, exterior body",1609,202,1,592,https://www.asianpaints.com/colour-catalogue/green-wall-colours/windswept.html,chrome green (X160),#78874D,brushed metal-n (K080),#767477,primrose purple-n (9618),#73618D,caprice (7008),#CEC2D9,Ador - Serenade - Flower Trail - Ballerina Pink (AW02VH31N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH31N75.jpg,Sabyasachi Chapter 2: India Revival Project - Travancore Chintz - Neel (W109WI40S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI40S75.jpg,Dune Safari Aberra (IMP1010CMB1003),#A9A6AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1003.png,Terra Surge (IMP1007CMB1003),#979CB0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1003.png
grazing land,8394,greens,#BCC1B2,,cool,light,"study room, bedroom, exterior body",1610,202,2,591,https://www.asianpaints.com/colour-catalogue/green-wall-colours/grazing-land.html,coriander green-n (K152),#636E4F,galactic grey-n (K078),#898789,victorian purple (7181),#504D55,potpourri (7161),#CAC0DF,Ador - Serenade - Princes Border Ballerinapnk (AW02VH54N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH54N75.jpg,Replay - Pulse - Cream (W159XE13N75),#C8B8A6,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE13N75-10x10.jpeg,Lattice Kaledio (IMP1012CMB1006),#4C4A50,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1012CMB1006.png,Opaco Matt Rain (IMP1003CMB1003),#6C676D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1003.png
hidden ravine,8393,greens,#A3A99C,,cool,medium,"living room, kitchen, hallways",1611,202,3,590,https://www.asianpaints.com/colour-catalogue/green-wall-colours/hidden-ravine.html,green patina-n (K299),#53554D,orangutan brown-n (K208),#7E624F,silver comet (L125),#F6F0DE,dark ash (8776),#B09E91,Sabyasachi Chapter 2: India Revival Project - Sheesha - Madder Red (W109WI23S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI23S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Aged Ivory (Mica) (W269LO02S75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO02S75.jpg,Dune Safari Aberra (IMP1010CMB1003),#A9A6AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1003.png,Metallics Stucco (TXT1049CMB1183),#AC88AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1049CMB1183.jpg
rucksack green,8392,greens,#878D80,,cool,medium,"living room, kitchen, hallways",1612,202,4,589,https://www.asianpaints.com/colour-catalogue/green-wall-colours/rucksack-green.html,virgin mountain (8396),#DCDED1,double cream (L134),#F0EADA,bonewhite (0964),#EAD8BE,borneo river-n (K207),#A3826A,Sandtales - Desert Legend - Sandvivid (W145Z359N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z359N75-10x10.jpeg,Magnificent South - Distant Land - Sandalwood (W151Z740N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z740N75.jpg,Metallics Madras Checks (TNB1010CMB1004),#7B6889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1004.jpeg,Opaco Matt Rain (IMP1003CMB1002),#797279,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1002.png
green valley,8391,greens,#7B8071,,cool,medium,"living room, kitchen, hallways",1613,202,5,588,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-valley.html,forest (8418),#C5CBB1,cold coffee (L129),#E6D6BE,sugared nut (L126),#F8F1DF,coffee almond-n (9882),#A8814A,Sandtales - Sacred Spirit - Tumbleweed (W145Z375N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z375N75-10x10.jpeg,Sabyasachi Chapter 2: India Revival Project - Bel Buti - Indigo (W109WI42S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI42S75.jpg,Terra Pulse (IMP1006CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1006CMB1006.png,Spatula (TXT1042CMB1147),#7A5580,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1042CMB1147.jpg
hillside green,8390,greens,#6D7264,,cool,dark,"highlight walls, balcony, verandahs",1614,202,6,587,https://www.asianpaints.com/colour-catalogue/green-wall-colours/hillside-green.html,springdale (7770),#E8E5B9,moonlight (L121),#F3EFDC,magnolia (0387),#F1DBBD,drinking chocolate-n (K268),#7C625A,Sabyasachi Chapter 3: Heartland - Sanganer Tent - Suleiman Rose (W150Z667S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z667S75.jpg,Sandtales - Mystic Dream - Sand Vivid (W145Z349N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z349N75-10x10.jpeg,Ragging (TXT1035CMB1124),#180F27,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1035CMB1124.jpg,Calcecruda Weathered (IMP1002CMB1002),#5A5B5F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1002.png
enchanted forest,8389,greens,#5A5C4F,,cool,dark,"highlight walls, balcony, verandahs",1615,202,7,586,https://www.asianpaints.com/colour-catalogue/green-wall-colours/enchanted-forest.html,quiet hour (8410),#C4C8B0,fawn (0N05),#D1C5BC,crescent (7948),#F7F0DD,stallion brown-n (K217),#655046,Sabyasachi Chapter 3: Heartland - Sanganer Tent - Suleiman Rose (Mica) (W150Z668S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z668S75.jpg,Sandtales - Sacred Spirit - Midnight Blue (W145Z374N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z374N75-10x10.jpeg,Lattice Lace (IMP1013CMB1006),#55545A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1006.png,Calcecruda Rustic (IMP1001CMB1003),#505155,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1003.png
